web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,link1,link1-href,link2,link2-href,paginacion,paginacion-href
1619051972-493,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Amazon Customer,Buen producto,Revisado en México el 22 de diciembre de 2019,"Llego en tiempo, muy buen producto",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052308-843,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Dano,Buena compra,Revisado en México el 25 de diciembre de 2019,Exelente sabor y cuerpo,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052566-1276,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Pedro Ortiz,Excelente para Mixología,Revisado en México el 29 de enero de 2021,"Está muy bueno para mezclar, algo fuerte si lo quieres tomar derecho, pero está bueno su sabor ahumado.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052076-616,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Gabriel AC,"Buen sabor, excelente presentación",Revisado en México el 26 de junio de 2019,El sabor del mezcal es bueno y el diseño de la botella es excelente.,5.0 de 5 estrellas,,,MITRE Mezcal Artesanal Joven 100% Maguey Espadín Selecto hecho en Oaxaca,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/dp/B07MXR4MK4/ref=zg_bs_17836295011_21?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/product-reviews/B07MXR4MK4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052198-733,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Asilvamx,Muy bueno,Revisado en México el 6 de octubre de 2020,"Buen producto a precio razonable, a pesar de no ser mezcal oaxaqueño el tipo de agave tiene sabor suave prolongado",5.0 de 5 estrellas,,,"Burrito Fiestero 750mL - Mezcal Artesanal 100% agave Cenizo, 42% Alc. Vol",https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/dp/B087N6MNJJ/ref=zg_bs_17836295011_12?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/product-reviews/B087N6MNJJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052412-1044,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,odim,excelente compra,Revisado en México el 5 de diciembre de 2019,"es un buen producto, llego en tiempo y forma",5.0 de 5 estrellas,,,Mezcal 400 Conejos Espadin Joven 750 ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/dp/B07DPS4LCC/ref=zg_bs_17836295011_4?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Espadin-Joven/product-reviews/B07DPS4LCC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051969-476,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Ludwig,Simplemente delicioso,Revisado en México el 14 de enero de 2021,Hasta el momento es el mejor espadín joven que he probado.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052129-671,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Raúl Cárdenas,Precio,Revisado en México el 8 de noviembre de 2019,Buen sabor ! De lo nuevo en mezcales,3.0 de 5 estrellas,,,Mezcal Verde Espadin Joven 700 ml,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/dp/B07FK454NV/ref=zg_bs_17836295011_17?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/product-reviews/B07FK454NV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052305-837,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Marcelo Somohano,Muy buen mezcal,Revisado en México el 8 de diciembre de 2019,Muy sabroso,4.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050461-13,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,"Mezcal Artesanal Guardián del Tesoro 750 ml Hecho en Oaxaca, México Mezcal Premium de…",https://www.amazon.com.mx/Artesanal-Guardi%C3%A1n-del-Tesoro-Premium/dp/B08XT53617/ref=zg_bs_17836295011_98?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Artesanal-Guardi%C3%A1n-del-Tesoro-Premium/product-reviews/B08XT53617/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052552-1252,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,MARIO,Disfrutar y apoyar,Revisado en México el 4 de junio de 2020,"Muy buen sabor, completamente distinto a todos los anteriores que había probado anteriormente.
Además de disfrutar de la bebida me gusta saber que el hecho de comprarlo contribuye a Durango, mi estado que a pesar de ya no vivir ahí aún sigo apoyando en lo que se puede.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051236-252,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Juana,Me gusta la botella,Revisado en México el 10 de marzo de 2021,No tengo comentario,5.0 de 5 estrellas,,,Mezcal Blue Demon Jr. Tobalá 700ml,https://www.amazon.com.mx/Mezcal-Blue-Demon-Tobal%C3%A1-700ml/dp/B08WRQYY6M/ref=zg_bs_17836295011_51?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Blue-Demon-Tobal%C3%A1-700ml/product-reviews/B08WRQYY6M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052531-1233,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,Excelente,Revisado en México el 22 de abril de 2020,Muy sabroso,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052045-600,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN REPOSADO - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/dp/B07FKP7BX2/ref=zg_bs_17836295011_25?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052630-1424,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Gloria,El mejor sabor,Revisado en México el 9 de junio de 2020,"El mejor regalo que mi por recibió por el
Día del padre, quedo encantado con el sabor",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050430-6,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,JV,Excelente mezcal,Revisado en México el 21 de junio de 2020,Es uno de los mejores mezcales que he probado. Suave pero delicioso. El único pero que le pongo es que solo lo venden en presentación de 250 ml.,5.0 de 5 estrellas,,,MEZCAL EL HERBOLARIO 38° Agave Espadín Santa María Quiegolani Oaxaca 250 ml Medalla de Oro…,https://www.amazon.com.mx/MEZCAL-HERBOLARIO-Espad%C3%ADn-Quiegolani-Medalla/dp/B086S1TZV3/ref=zg_bs_17836295011_100?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-HERBOLARIO-Espad%C3%ADn-Quiegolani-Medalla/product-reviews/B086S1TZV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619051988-545,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Arturo Millán,Uno de los mejores mezcales a un precio accesible,Revisado en México el 15 de diciembre de 2019,Excelente artículo,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050999-225,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Enrique uriegas,Muy buen Mezcal,Revisado en México el 20 de mayo de 2020,Ligero con toques de vainilla y madera!,5.0 de 5 estrellas,,,"Mezcal Artesanal El Tinieblo Añejo Ensamble, Botella de 750 ML 40º de Volúmen Alcohólico…",https://www.amazon.com.mx/MEZCAL-ARTESANAL-EL-TINIEBLO-ENSAMBLE/dp/B07Y43FS8G/ref=zg_bs_17836295011_59?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-ARTESANAL-EL-TINIEBLO-ENSAMBLE/product-reviews/B07Y43FS8G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619051490-357,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Salvador Gallego,El Tinieblo,Revisado en México el 25 de julio de 2020,"El mejor Mezcal, con las mejores notas. Sabe a Rancho El Tinieblo.",5.0 de 5 estrellas,,,"Mezcal Artesanal El Tinieblo Jóven Ensamble, Botella de 750 ml, 40º de Volúmen Alcohólico…",https://www.amazon.com.mx/MEZCAL-ARTESANAL-EL-TINIEBLO-ENSAMBLE/dp/B07Y3ZVGLL/ref=zg_bs_17836295011_40?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-ARTESANAL-EL-TINIEBLO-ENSAMBLE/product-reviews/B07Y3ZVGLL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052162-699,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Frida López,Excelente producto,Revisado en México el 5 de noviembre de 2020,Excelente!,5.0 de 5 estrellas,,,Huitzila Joven Blanco,https://www.amazon.com.mx/Mezcal-Huitzila-Joven-Blanco/dp/B081MQMLFX/ref=zg_bs_17836295011_16?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Huitzila-Joven-Blanco/product-reviews/B081MQMLFX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052448-1099,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Juan Pablo Martinez,Rico,Revisado en México el 16 de enero de 2020,Es un mezcal un poco más suave del que normalmente tomo pero aún así es muy bueno.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052463-1138,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Oscar Resendiz,"Muy rico, no tan fuerte",Revisado en México el 23 de marzo de 2020,"Muy rico, no tan fuerte, es un mezcal que no es fuerte a comparación de otros",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051948-445,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Jon,Excelente Mezcal,Revisado en México el 9 de junio de 2020,"Me encanta este Mezcal, vale demasiado la pena",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051948-437,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,LaloR,"Producto regular, mal empaque al enviar.",Revisado en México el 30 de diciembre de 2019,"Como dicen para salir del paso... pusieron mal las etiquetas al enviar  y se enviaron las botellas boca bajo, por suerte no se regaron como le pasó a la otra descripción.
Por el precio preferiría un 400 conejos.",3.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052133-676,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,Riquísimo,Revisado en México el 23 de octubre de 2019,"Excelente mezcal ya lo he probado anteriormente, recomendable",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/product-reviews/B07FK454NV/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Verde Espadin Joven 700 ml,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/dp/B07FK454NV/ref=zg_bs_17836295011_17?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Verde-Momento-Espadin-Joven/product-reviews/B07FK454NV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052490-1158,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Carlos Gutierrez,Bueno a secas,Revisado en México el 15 de octubre de 2018,"Bueno a secas, no es espectacular como otros mezcales producidos en la región",3.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051988-537,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cristina Cardenas,No recibí el paquete,Revisado en México el 29 de mayo de 2020,Mi paquete fue marcado como entregado y no lo he recibido,1.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051271-310,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9XXQY2/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Artesanal Barro de Cobre Espadín 475 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9XXQY2/ref=zg_bs_17836295011_46?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9XXQY2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051247-263,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cecilia Parodi,Compré una oferta,Revisado en México el 19 de diciembre de 2020,Muy buena marca mezcal,5.0 de 5 estrellas,,,EMPAQUE ESPECIAL MEZCAL AMARÁS CUPREATA JOVEN - 750ML/ 40.3,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/dp/B087YZXBFZ/ref=zg_bs_17836295011_49?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050728-72,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Tequila Reposado Cristalino Las Garrafas Cardenal Rojo Edición 50 Aniv. Cancún - 750ml,https://www.amazon.com.mx/Tequila-Reposado-Cristalino-Garrafas-Cardenal/dp/B086H1P15T/ref=zg_bs_17836295011_82?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Tequila-Reposado-Cristalino-Garrafas-Cardenal/product-reviews/B086H1P15T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
